SaleDate,ProductID,ProductCategory,SalesQuantity,SalesAmount,StoreLocation
2023-07-30,1524,Edibles,8,57.68756920005344,Fort Collins
2023-07-31,1159,Flower,36,139.85255254024423,Colorado Springs
2023-08-01,1838,Flower,7,139.9365808210282,Colorado Springs
2023-08-02,1698,Flower,46,105.3496460855713,Denver
2023-08-03,1242,Concentrates,46,157.809460219361,Colorado Springs
2023-08-04,1085,Concentrates,36,169.85454661114915,Denver
2023-08-05,1795,Edibles,16,120.15562691251189,Boulder
2023-08-06,1577,Topicals,24,127.59768092505242,Fort Collins
2023-08-07,1681,Edibles,1,63.748322859409384,Fort Collins
2023-08-08,1556,Vape,49,180.02514813404875,Boulder
2023-08-09,1573,Flower,25,14.599148440280667,Denver
2023-08-10,1952,Flower,10,76.23446919414067,Boulder
2023-08-11,1645,Flower,16,147.14208009447265,Fort Collins
2023-08-12,1795,Edibles,16,25.217006837520636,Fort Collins
2023-08-13,1027,Edibles,8,44.802210211375595,Colorado Springs
2023-08-14,1619,Flower,29,121.96428829394172,Denver
2023-08-15,1555,Edibles,39,116.39879757807601,Colorado Springs
2023-08-16,1339,Concentrates,28,150.39637626488144,Fort Collins
2023-08-17,1797,Concentrates,6,164.39640142675265,Fort Collins
2023-08-18,1957,Edibles,16,34.430119917217134,Colorado Springs
2023-08-19,1330,Flower,20,13.49238805729599,Colorado Springs
2023-08-20,1639,Edibles,16,141.03131873519217,Fort Collins
2023-08-21,1505,Edibles,7,67.26444119560824,Colorado Springs
2023-08-22,1347,Edibles,41,128.9369436444112,Colorado Springs
2023-08-23,1472,Vape,14,38.603471731822694,Denver
2023-08-24,1230,Concentrates,43,99.11760886653295,Fort Collins
2023-08-25,1189,Topicals,26,105.84070175205301,Boulder
2023-08-26,1224,Topicals,26,121.16478511091105,Denver
2023-08-27,1384,Vape,14,107.50230310280723,Boulder
2023-08-28,1376,Edibles,7,104.18124634345564,Colorado Springs
2023-08-29,1282,Vape,33,73.21948925693255,Colorado Springs
2023-08-30,1957,Vape,26,23.524244900436386,Boulder
2023-08-31,1632,Flower,45,27.00883739140004,Colorado Springs
2023-09-01,1627,Concentrates,20,92.4178721373592,Colorado Springs
2023-09-02,1972,Topicals,3,77.60069428598868,Denver
2023-09-03,1744,Edibles,4,108.06561288815458,Boulder
2023-09-04,1258,Topicals,26,67.91925215869071,Denver
2023-09-05,1358,Topicals,11,140.70291737651164,Boulder
2023-09-06,1709,Concentrates,2,174.151416181807,Denver
2023-09-07,1455,Topicals,14,66.78400586950485,Fort Collins
2023-09-08,1410,Topicals,44,46.66696150841543,Fort Collins
2023-09-09,1648,Vape,30,32.074309108276935,Boulder
2023-09-10,1317,Concentrates,49,127.08826770845437,Fort Collins
2023-09-11,1676,Flower,12,94.33263831670818,Denver
2023-09-12,1224,Edibles,26,45.7229862672949,Boulder
2023-09-13,1818,Topicals,44,134.09597932545253,Fort Collins
2023-09-14,1233,Edibles,33,38.21180477100404,Fort Collins
2023-09-15,1683,Flower,13,115.31713411111099,Boulder
2023-09-16,1663,Edibles,14,110.15819250880028,Fort Collins
2023-09-17,1974,Flower,24,149.50328222535583,Fort Collins
2023-09-18,1826,Vape,34,20.470831588726682,Boulder
2023-09-19,1373,Topicals,44,178.69585705175277,Fort Collins
2023-09-20,1671,Flower,26,143.5684279678957,Fort Collins
2023-09-21,1607,Edibles,21,51.063939686264824,Fort Collins
2023-09-22,1471,Topicals,28,44.84701623585054,Fort Collins
2023-09-23,1232,Vape,48,92.01544068731884,Colorado Springs
2023-09-24,1691,Topicals,36,165.33741261347342,Boulder
2023-09-25,1112,Flower,40,170.16049869643035,Colorado Springs
2023-09-26,1829,Vape,2,108.88665750648278,Colorado Springs
2023-09-27,1496,Edibles,42,173.55406391048012,Denver
2023-09-28,1441,Vape,9,11.034304746421208,Colorado Springs
2023-09-29,1563,Vape,23,16.683179991003357,Colorado Springs
2023-09-30,1267,Concentrates,15,183.24610279098113,Denver
2023-10-01,1509,Vape,13,157.31306667832405,Fort Collins
2023-10-02,1806,Vape,23,95.63415106757328,Fort Collins
2023-10-03,1385,Topicals,17,153.18592498081756,Colorado Springs
2023-10-04,1386,Edibles,48,191.57149772745012,Denver
2023-10-05,1112,Topicals,2,156.69700953744416,Fort Collins
2023-10-06,1612,Topicals,20,170.05055342548118,Denver
2023-10-07,1624,Flower,20,154.51525046411174,Boulder
2023-10-08,1951,Topicals,46,41.960107562372905,Boulder
2023-10-09,1080,Concentrates,3,168.37908083269,Boulder
2023-10-10,1698,Concentrates,12,47.07067580459991,Boulder
2023-10-11,1112,Flower,40,179.59615232838792,Colorado Springs
2023-10-12,1001,Edibles,2,97.14348063540443,Boulder
2023-10-13,1641,Edibles,36,138.6255829390954,Boulder
2023-10-14,1219,Topicals,14,104.47576109732226,Denver
2023-10-15,1565,Topicals,16,27.858276589154386,Fort Collins
2023-10-16,1854,Topicals,19,65.23723844792636,Denver
2023-10-17,1996,Edibles,34,196.90905225943115,Colorado Springs
2023-10-18,1735,Vape,44,192.5358028172653,Boulder
2023-10-19,1224,Concentrates,46,70.89251055455398,Fort Collins
2023-10-20,1384,Vape,6,199.2963928065929,Fort Collins
2023-10-21,1402,Vape,13,170.6547271444109,Boulder
2023-10-22,1637,Edibles,36,126.08230489212839,Boulder
2023-10-23,1129,Vape,22,17.623677849591804,Colorado Springs
2023-10-24,1052,Flower,18,181.2748976122921,Colorado Springs
2023-10-25,1683,Topicals,12,115.91156306022074,Boulder
2023-10-26,1729,Flower,30,175.0104687285262,Boulder
2023-10-27,1671,Concentrates,40,168.54153278209105,Boulder
2023-10-28,1709,Topicals,7,168.27118088820635,Boulder
2023-10-29,1415,Vape,32,142.65303353583195,Fort Collins
2023-10-30,1246,Concentrates,48,65.36887634844925,Colorado Springs
2023-10-31,1835,Topicals,19,73.87044897145877,Boulder
2023-11-01,1438,Vape,6,68.6091503907104,Boulder
2023-11-02,1202,Flower,20,13.808739911187292,Fort Collins
2023-11-03,1183,Topicals,27,120.68809275081412,Denver
2023-11-04,1122,Vape,43,142.77839738474623,Boulder
2023-11-05,1400,Flower,37,172.23453876978868,Fort Collins
2023-11-06,1766,Concentrates,48,36.63143234271877,Fort Collins
2023-11-07,1293,Concentrates,7,113.39479830559233,Denver
2023-11-08,1279,Concentrates,5,11.521546728018743,Colorado Springs
2023-11-09,1836,Concentrates,11,28.0677930650386,Colorado Springs
2023-11-10,1883,Edibles,15,20.30023139913868,Colorado Springs
2023-11-11,1609,Topicals,3,147.84082646294252,Boulder
2023-11-12,1197,Topicals,5,25.401317136744602,Colorado Springs
2023-11-13,1981,Edibles,23,146.1260664961701,Boulder
2023-11-14,1906,Vape,37,57.428693838010844,Boulder
2023-11-15,1510,Vape,9,176.7654625324185,Fort Collins
2023-11-16,1751,Concentrates,15,164.49849778912468,Colorado Springs
2023-11-17,1143,Flower,3,191.98774132030255,Colorado Springs
2023-11-18,1608,Vape,29,177.91478293702608,Colorado Springs
2023-11-19,1200,Flower,6,187.332589632106,Boulder
2023-11-20,1123,Topicals,17,173.16105533752847,Boulder
2023-11-21,1186,Flower,26,141.74256111682251,Colorado Springs
2023-11-22,1325,Topicals,21,42.349238903832834,Boulder
2023-11-23,1463,Edibles,8,61.62442858227766,Boulder
2023-11-24,1348,Edibles,21,50.41812356475189,Denver
2023-11-25,1770,Concentrates,11,124.68129965505906,Denver
2023-11-26,1659,Vape,38,105.68778821498427,Colorado Springs
2023-11-27,1763,Concentrates,8,174.7451994601005,Colorado Springs
2023-11-28,1954,Topicals,42,191.00784463482438,Denver
2023-11-29,1931,Concentrates,24,86.92337902744742,Boulder
2023-11-30,1402,Flower,35,106.20660512335435,Boulder
2023-12-01,1345,Topicals,14,194.58810779278645,Fort Collins
2023-12-02,1962,Edibles,14,62.48539890839727,Colorado Springs
2023-12-03,1510,Vape,10,160.5542473181746,Colorado Springs
2023-12-04,1146,Topicals,12,52.79558144369679,Colorado Springs
2023-12-05,1147,Topicals,38,139.47742193080168,Fort Collins
2023-12-06,1863,Flower,44,58.18696925132719,Fort Collins
2023-12-07,1710,Vape,46,177.9093438779635,Boulder
2023-12-08,1819,Edibles,34,116.6808093099686,Denver
2023-12-09,1488,Topicals,41,45.32739176613307,Denver
2023-12-10,1928,Topicals,10,52.63014338271235,Denver
2023-12-11,1935,Flower,17,103.83134718453906,Boulder
2023-12-12,1639,Concentrates,17,192.704384859227,Denver
2023-12-13,1550,Edibles,3,156.23201113789435,Fort Collins
2023-12-14,1337,Vape,31,102.77883213691057,Fort Collins
2023-12-15,1871,Topicals,1,74.16663746682124,Colorado Springs
2023-12-16,1640,Topicals,12,114.3610137362041,Denver
2023-12-17,1778,Edibles,39,152.18855835143773,Fort Collins
2023-12-18,1987,Concentrates,4,158.946431806032,Colorado Springs
2023-12-19,1952,Topicals,42,71.67567163841949,Denver
2023-12-20,1472,Edibles,13,147.02026096063668,Denver
2023-12-21,1945,Flower,34,134.97986820687538,Fort Collins
2023-12-22,1150,Concentrates,42,192.23133547929584,Colorado Springs
2023-12-23,1414,Vape,21,186.9071551965228,Colorado Springs
2023-12-24,1989,Topicals,22,159.98207186467963,Fort Collins
2023-12-25,1297,Edibles,4,147.4449908824364,Fort Collins
2023-12-26,1610,Flower,18,62.06790204381241,Fort Collins
2023-12-27,1262,Vape,5,170.73339865872134,Denver
2023-12-28,1763,Edibles,19,91.22608370553957,Fort Collins
2023-12-29,1143,Edibles,2,61.72570307614849,Fort Collins
2023-12-30,1345,Vape,12,82.99054401115788,Boulder
2023-12-31,1623,Flower,17,168.8277431031365,Fort Collins
2023-01-01,1571,Flower,10,38.24031095979815,Fort Collins
2023-01-02,1880,Concentrates,34,96.67016081276627,Denver
2023-01-03,1001,Topicals,6,103.54794296060304,Colorado Springs
2023-01-04,1896,Vape,8,16.959642543775686,Denver
2023-01-05,1303,Vape,11,47.191745614151415,Boulder
2023-01-06,1253,Vape,12,167.08106142941273,Fort Collins
2023-01-07,1651,Flower,9,167.8458038330045,Fort Collins
2023-01-08,1452,Topicals,2,65.55886593800712,Fort Collins
2023-01-09,1036,Concentrates,8,176.230474573606,Fort Collins
2023-01-10,1159,Edibles,11,156.6387584229861,Fort Collins
2023-01-11,1008,Edibles,36,89.4024219211278,Fort Collins
2023-01-12,1232,Vape,10,152.19720543695718,Boulder
2023-01-13,1098,Topicals,21,192.65357992701317,Fort Collins
2023-01-14,1658,Flower,20,97.20424643241627,Fort Collins
2023-01-15,1815,Topicals,48,55.301164001161894,Fort Collins
2023-01-16,1207,Topicals,8,188.9451350095296,Boulder
2023-01-17,1130,Flower,36,124.71141482701873,Fort Collins
2023-01-18,1403,Vape,29,30.000380871280804,Boulder
2023-01-19,1151,Topicals,42,118.809735012771,Denver
2023-01-20,1053,Edibles,12,105.11036899517676,Fort Collins
2023-01-21,1119,Flower,14,172.56188987435704,Colorado Springs
2023-01-22,1672,Concentrates,48,110.83208605506906,Boulder
2023-01-23,1919,Vape,21,58.494162525413856,Denver
2023-01-24,1627,Flower,22,138.37237213432883,Boulder
2023-01-25,1586,Concentrates,21,113.08933598176023,Boulder
2023-01-26,1624,Concentrates,44,54.27847937070577,Denver
2023-01-27,1967,Topicals,30,118.98929300915249,Fort Collins
2023-01-28,1419,Topicals,39,166.09175979904037,Fort Collins
2023-01-29,1421,Topicals,20,15.428474367561982,Boulder
2023-01-30,1103,Flower,24,129.86169734257123,Denver
2023-01-31,1851,Flower,23,76.42118719903449,Fort Collins
2023-02-01,1253,Vape,7,65.60757469429059,Boulder
2023-02-02,1226,Topicals,9,84.59167256861114,Colorado Springs
2023-02-03,1111,Concentrates,1,74.98430620711652,Denver
2023-02-04,1509,Edibles,26,168.1254302746039,Colorado Springs
2023-02-05,1472,Vape,38,62.211584045901105,Colorado Springs
2023-02-06,1098,Flower,38,149.2990743902512,Boulder
2023-02-07,1152,Vape,44,27.871365843431857,Denver
2023-02-08,1860,Vape,22,190.76531077203896,Fort Collins
2023-02-09,1913,Vape,44,128.24016107722485,Fort Collins
2023-02-10,1895,Vape,10,144.27652963846643,Boulder
2023-02-11,1877,Edibles,6,66.62747309794568,Fort Collins
2023-02-12,1337,Topicals,17,88.29834805454178,Fort Collins
2023-02-13,1705,Concentrates,38,52.51789339148549,Colorado Springs
2023-02-14,1821,Vape,24,187.18185630242255,Colorado Springs
2023-02-15,1162,Vape,10,102.73984494926177,Denver
2023-02-16,1719,Vape,8,129.7851419750181,Colorado Springs
2023-02-17,1956,Topicals,21,149.51168580083592,Fort Collins
2023-02-18,1680,Flower,6,80.5101573089124,Denver
2023-02-19,1995,Flower,21,146.81931436243684,Denver
2023-02-20,1160,Edibles,39,138.43857305370463,Boulder
2023-02-21,1579,Flower,24,144.07527343604983,Colorado Springs
2023-02-22,1800,Vape,33,102.95368103887645,Denver
2023-02-23,1397,Vape,18,82.75810263540725,Fort Collins
2023-02-24,1276,Vape,28,52.19561575970807,Denver
2023-02-25,1815,Edibles,32,166.67900703216966,Denver
2023-02-26,1915,Vape,12,125.58650884101895,Boulder
2023-02-27,1503,Flower,48,94.42691725852404,Fort Collins
2023-02-28,1895,Topicals,42,189.35922227501618,Fort Collins
2023-03-01,1391,Topicals,27,19.089374376337375,Colorado Springs
2023-03-02,1134,Concentrates,10,171.53266958895904,Fort Collins
2023-03-03,1194,Flower,46,199.54069265973476,Denver
2023-03-04,1400,Vape,42,178.5190010677448,Fort Collins
2023-03-05,1639,Topicals,32,163.9829512669688,Fort Collins
2023-03-06,1032,Flower,42,81.11813874720168,Denver
2023-03-07,1687,Topicals,26,53.94969462983576,Boulder
2023-03-08,1459,Vape,25,149.6215988949242,Colorado Springs
2023-03-09,1954,Topicals,11,67.869319594828,Colorado Springs
2023-03-10,1882,Concentrates,23,43.447539609444426,Boulder
2023-03-11,1469,Concentrates,34,159.43991854968235,Denver
2023-03-12,1374,Topicals,40,69.38329392497721,Colorado Springs
2023-03-13,1021,Flower,23,183.74392860259428,Boulder
2023-03-14,1749,Flower,29,169.7202025156338,Boulder
2023-03-15,1669,Flower,31,171.05166260675847,Boulder
2023-03-16,1037,Topicals,7,156.59824795060698,Colorado Springs
2023-03-17,1229,Flower,40,177.36747051719996,Colorado Springs
2023-03-18,1364,Vape,33,163.09190951384284,Colorado Springs
2023-03-19,1562,Concentrates,21,124.47715907919844,Colorado Springs
2023-03-20,1437,Vape,2,66.206316530554,Fort Collins
2023-03-21,1775,Flower,18,178.75974671068832,Boulder
2023-03-22,1282,Vape,47,169.71468832690647,Fort Collins
2023-03-23,1026,Flower,33,99.84707122000357,Boulder
2023-03-24,1225,Topicals,37,17.424950340371485,Colorado Springs
2023-03-25,1276,Vape,34,131.32330820636355,Colorado Springs
2023-03-26,1797,Topicals,20,19.61340219855053,Fort Collins
2023-03-27,1608,Topicals,35,185.99319275119737,Denver
